-7444,22840,4725,-26528,-3174,7142
-9552,17514,2380,-2647,-18589,17266
-5875,7824,-2093,-21149,12994,12258
-9321,1218,-2105,4537,4650,2230
-8251,32613,18275,11463,11127,-11775
-32768,10998,-9343,19427,-9556,-5612
-6654,14883,2368,9738,-5996,-695
-8612,12472,2017,10266,-8350,2380
-9172,12002,-1242,5670,-611,-3982
-6964,16765,291,4063,-1477,-8617
-6230,26134,4342,-21020,-2919,6251
-15555,14021,998,-8405,-13113,13559
-5383,9319,-2601,-16361,8061,12646
-7319,1914,-2422,955,4870,3437
-8789,16138,12821,13929,13017,-11112
-20414,2233,-4188,12894,4331,-1641
-8437,5967,-12901,5336,-2131,-12046
-5616,15676,-2608,11646,-8788,2175
-9645,11182,-1843,5681,-4342,-1751
-9163,11524,-389,5263,-3545,-9215
-6071,27811,4777,-5587,-199,-309
-25554,15898,-1322,-26296,-2312,13491
-7762,11793,1254,-8200,-6060,12949
-7762,2215,-702,-9951,9667,5202
-8507,4000,4769,12668,9065,-3759
-10487,19828,15913,-12430,4460,2136
2704,11353,-14110,32767,-7213,-2695
-10543,19011,3013,16971,-7703,1218
-10617,7948,-3369,6026,-5641,-1160
-9648,11552,-1550,8001,-1632,-6082
1800,23394,-1538,-1139,-2543,-6392
-14234,17820,4781,-29749,-966,9266
-9379,16921,1258,1521,-19514,14853
-5622,7134,-1052,-19906,12523,11168
-6792,-1223,44,4486,5896,-734
-6709,32767,24453,1904,10279,-11025
-28052,11830,-3595,3429,-5475,-9411
-5379,17977,682,14561,-6882,1891
-3475,14620,509,9265,-3490,-2405
-8531,12223,-2213,4764,1866,-6173
-6075,21132,1849,4707,-3607,-8524
-11207,18362,1597,-29356,-4081,8862
-12154,17597,-793,-2602,-16601,15814
-3467,9829,-2664,-21832,13467,13233
-6974,278,-1543,982,5296,2447
-5173,20912,10400,13799,12380,-14216
-21307,-1649,-6528,24048,-4194,-4005
-5633,6719,186,4343,-6115,-8131
-3861,10864,-4710,8249,-3996,555
-8961,11513,-2261,5033,-1516,-1715
-4999,14206,-1333,5375,-1381,-9292
-5047,28889,3307,-6614,-3627,2251
-20898,15290,-473,-25105,-257,13777
-7603,10254,-1446,-10418,492,10720
-7506,3995,-1417,-2694,6293,4595
-6785,5607,6009,12941,13074,-7026
-21769,1211,4567,8185,2731,931
-2884,11472,-19551,17268,-7762,-14598
-12935,8994,-1697,13348,-6196,2165
-5111,13042,-2093,7086,-3461,-1989
-8941,13444,-1612,7288,-2699,-9981
-7131,26916,1431,-1539,444,-1992
-27550,15233,-682,-28272,-1805,13996
-9409,12537,-1624,-8073,-7540,12851
-6225,3510,1425,-12380,11315,6539
-7495,4712,2935,10821,4264,-4380
-10008,27453,11288,-2051,9712,6584
-15178,24384,10665,-10458,-2062,-1366
-2613,22837,537,14808,-1403,-2304
-8474,9375,693,10078,-8322,2975
-7716,12024,-1128,5534,-662,-2526
-6041,17338,4133,2631,-1060,-7779
-14325,22073,6375,-22606,-3829,6932
-9613,15069,1953,-9502,-11108,12747
-6653,7146,-2843,-15953,9753,11241
-8252,4569,-493,2873,2993,2486
-7454,12452,10416,13923,9795,-8270
-27582,-404,-5636,16992,750,-1091
-3835,12962,-6333,4043,-732,-7316
-7515,12965,54,5595,-1014,1974
-5378,12635,-3183,7553,-4749,-2310
-10054,13282,7,4136,-3449,-8180
-5300,28609,3748,-8975,834,1136
-22904,18315,-2086,-19184,-3304,13511
-4484,11533,1045,-14459,2272,9986
-9262,3152,-214,-4796,9297,5648
-8684,4903,3869,16120,7299,-6142
-12059,10371,13728,-3974,7719,1892
1939,11593,-16382,29190,-9406,-7059
-12717,11186,969,15929,-5665,1587
-7141,11900,-3487,7475,-5635,-1642
-9157,11422,-1756,8707,-2657,-7016
-5203,21972,-1958,-1531,-498,-3513
-22164,15294,688,-32377,-149,13906
-6854,13265,-2609,-9285,-5810,10642
-7138,4157,1840,-9713,9099,6270
-6757,1251,673,8995,8444,-4152
-7152,23479,13933,-8309,8024,5908
-14093,29455,11390,-5776,-6119,337
-3746,25972,-248,17487,-5534,737
-9675,9651,792,8073,-8635,327
-7107,12107,-858,8120,-3195,-3776
-2621,19613,-570,428,-2047,-6822
-9204,20294,4103,-27936,-1823,7620
-10606,16866,3717,-5409,-18095,11920
-3990,7738,-2224,-19838,9995,10339
-7573,2520,-2479,11223,1675,2421
-7322,24192,14512,15140,7836,-11717
-22689,1560,-8188,19164,1328,-1686
-8038,8884,-587,7002,108,-6586
-4805,16223,-427,9385,-5853,1797
-6918,13055,-3212,4727,-2107,-1469
-8137,14227,-1343,3597,-3981,-8062
-3518,28802,3898,-9328,-1474,2263
-21894,16929,-4572,-16424,-6173,12386
-6029,11943,1961,-11247,3658,10328
-8027,3337,-1051,-2390,6436,4361
-9280,6855,7062,15108,3426,-5707
-10299,11227,13426,-6577,9677,130
-1233,10347,-12624,28949,-10519,-5162
-13510,12985,1847,9704,-926,-207
-5795,10406,-2805,6786,-6907,-1826
-8630,12297,-2001,8597,-3737,-5502
136,22530,-742,-333,-2002,-5506
-16441,20219,4025,-30780,-1292,9818
-6614,14213,-837,6765,-17878,15738
-7435,6447,-2965,-17390,16356,7895
-6757,3663,314,5722,3772,-652
-3870,32767,31288,-5978,12949,-2454
-32768,17800,-9150,-147,6746,-13653
-5250,13995,1872,8809,3632,-2003
-6593,14719,906,9602,-8635,3690
-5778,13062,-2869,4353,-1482,-3289
-5730,17296,798,2420,-1408,-6924
-2026,26146,3769,-16548,-2052,4065
-16504,16481,-2339,-13541,-4277,13806
-5794,9970,3351,-14437,5153,11272
-8569,5111,134,289,4739,3209
-7050,8967,2793,4856,3676,-4853
-11309,26429,9583,4744,13176,23
-1449,10684,-7358,9972,-4287,-4691
-13039,14083,1083,11880,-1630,-156
-7454,10832,-2120,7149,-7794,155
-8811,12583,-2597,6301,-1514,-4616
-587,21127,1026,2058,-2025,-6822
-12473,19951,4545,-26694,-320,7266
-4787,16576,381,-643,-15422,12733
-6766,7003,-1342,-16244,12585,9388
-8089,1878,-883,1916,3399,1124
-2244,22866,9004,6845,5185,-8353
-15766,6228,1006,19749,-1675,-1078
-6234,10056,-17169,13143,-6768,-9297
-6937,10619,-311,6681,-1993,388
-6238,12565,-2896,5604,-2450,-3212
-7697,13049,-590,7471,-2995,-8873
-5775,26569,6041,-5666,716,1206
-24792,15998,-4826,-25760,-5424,12874
-5434,10930,3473,-14037,-2149,6707
-6143,896,-393,-521,6746,3513
-7117,5630,6353,16768,7488,-8236
-13160,6552,11997,-5198,11052,863
-7142,9297,-10755,22019,-8829,-7022
-9572,9920,-4411,12297,-3064,-928
-9603,9186,752,7848,-4652,-870
-9128,11514,-3769,8700,-4774,-6133
-6201,21725,175,-1149,-116,-3348
-21167,17248,3891,-32768,-149,13183
-6943,15916,-2790,-4049,-10653,12533
-6089,5810,1190,-11704,11340,7100
-8276,1368,210,4231,6283,-1331
-3943,32767,23253,1259,6507,-9266
-21313,17324,1965,4939,-6845,-6873
-6024,15104,-2595,11723,-134,-1910
-8496,14355,-172,8155,-7727,2096
-10900,11727,-889,6633,-3427,-3095
-5711,17654,535,2532,-1679,-6881
-3366,25055,4182,-18374,-782,5557
-14095,16697,-2592,-6522,-16647,11472
-4228,10057,-27,-14316,7242,13008
-8203,2788,-242,2938,5024,2901
-8103,8900,7301,14731,4265,-6916
-13129,624,12751,225,10034,1730
-2408,10202,-16612,28584,-8691,-7007
-10956,10572,-4270,14290,-4968,308
-5184,11519,-2848,5784,-5613,-2070
-8780,12382,-1865,5840,-1980,-4436
-4760,19552,-708,224,-2111,-3956
-12389,23775,6674,-31393,-3014,8476
-6898,17902,-1804,-4185,-19497,10508
-6940,4476,-1760,-18770,18545,10691
-7527,471,-610,2990,5091,-252
-4707,22319,9994,14025,5497,-10709
-22158,4194,-2963,23837,-5604,-1754
-8257,5792,-3221,643,-8135,-10797
-5122,11256,-5702,10461,-5155,426
-4662,14080,-3700,6241,-4040,-1506
-8683,13767,-1123,6458,-1606,-7704
-7857,20562,-283,-274,-1334,-2889
-20150,17066,5567,-32768,-4762,11634
-5564,17035,-1289,-8428,-7793,12807
-7687,3307,-192,-12578,15361,10695
-7361,-89,992,7598,4624,-3228
-1876,32767,19759,1408,4942,-6374
-27776,24771,-9075,8309,-2101,-10008
-8891,4074,2218,1,5001,-5583
-6878,17367,3272,9008,-6925,2245
-6261,12585,-1522,4756,-709,-1380
-7509,13500,128,5625,-2158,-8614
-4317,26373,3791,-9020,-520,2408
-23817,16668,-1807,-20606,-9202,13152
-3803,13210,2989,-11271,-1600,9495
-5228,4477,1600,-394,9032,2778
-8299,6639,3768,14598,6597,-6153
-10266,20788,18048,-24814,11184,2343
-2573,8902,-13607,32767,-9147,-6909
-7994,18895,5246,14887,-5699,692
-9766,10430,-708,7595,-7911,-1925
-7205,11140,-2159,5340,-1540,-5226
-1754,20598,439,-397,-118,-6243
-13625,21017,7838,-29599,-294,10136
-3999,15893,4337,-1758,-16564,16249
-5462,6070,-1105,-14776,14164,11424
-7875,1565,-1825,5051,5504,25
-7848,32767,20692,4035,10661,-9413
-28104,11693,-5622,7989,-7080,-7073
-6497,11944,-294,5756,1126,-247
-4647,13508,2178,8882,-7992,1814
-6085,12429,-2079,5947,-2323,-2416
-7678,15324,1563,4578,-1150,-7377
-4252,26146,4619,-11174,935,3004
-23046,16572,-3333,-22193,-5228,11788
-5022,12172,2748,-10508,-2365,9466
-6726,4995,20,-495,6838,3919
-10024,4632,7630,15129,10039,-7927
-11525,18045,9607,-8067,6580,-1469
-2985,6164,-15262,23122,-3789,-1113
-12512,15924,5953,13422,-4320,-14
-8452,9711,-270,7098,-5501,-1017
-8189,10749,-3160,5308,-1035,-4721
-916,21493,-518,-1083,-105,-6379
-15391,20270,6811,-27914,-1725,10128
-3964,16691,1959,-1781,-18712,14311
-6239,4664,-1172,-18235,14522,9370
-5734,4071,-1598,7655,1423,438
-1504,15842,14787,11143,6312,-5967
-30006,16514,-9931,16938,-5641,-8128
-7353,6242,-1054,-106,1660,-3919
-7265,15570,1364,9163,-5881,3343
-7681,12558,-1214,5758,-2614,-1497
-7684,13728,-231,5677,-3447,-8763
-6854,25900,3825,-5030,37,926
-24494,16391,-1981,-26391,-5265,11680
-2957,14645,1025,-8368,-2497,10052
-7341,2800,1939,-9265,12857,5387
-8845,6007,5098,13039,4809,-6377
-7171,27501,15323,-7055,6619,2629
653,8337,-11297,18340,-5052,-1420
-9739,15456,2856,16037,-4210,948
-7675,10287,-3136,5278,-5819,-1249
-10615,11149,-1527,5352,-429,-4651
-1314,22327,-12,-1239,-518,-5220
-18274,18463,7777,-30412,-2272,9124
-5301,17488,3317,-6475,-16185,12231
-5787,4107,-298,-11966,11552,10255
-7631,2852,714,6361,6033,-1093
-3094,32767,21569,53,7627,-4516
-32232,19529,-4815,4809,-1508,-7574
-11133,11078,-9690,7931,6611,-4219
-7187,13989,2540,8030,-8638,3337
-7978,12178,-1242,6588,-1798,-2697
-3690,16356,1163,1066,1481,-7875
-4693,23870,5278,-13137,-3361,3399
-20323,16421,-2574,-20235,-5556,12101
-5175,11551,124,-10757,3401,13148
-6480,4012,1274,-963,6099,4011
-10053,5923,6064,18303,5543,-6005
-7922,3929,11812,2761,6043,742
-1899,13648,-13561,28872,-6584,-7559
-7685,12924,-4473,16658,-5012,460
-6213,12377,-3644,6920,-6254,-2577
-8765,12040,-2581,5234,-936,-6483
-3672,19820,331,-827,-1519,-4591
-18270,18619,6424,-30895,-518,10144
-5499,15718,1980,-7454,-15040,10480
-4492,7286,-293,-11733,9970,10968
-7427,3018,493,6699,6448,347
-7048,32767,16837,5647,8726,-7863
-32768,19669,-9509,7948,-6282,-7067
-12789,9537,-4115,5660,8790,-3406
-5414,14077,4675,8597,-8556,1823
-6891,12417,-1282,5210,-2521,-3142
-3244,18520,1118,1003,1565,-6923
-4659,25216,5426,-24248,-7,5937
-7490,18514,-1864,-11702,-17086,9381
-4185,6810,-1019,-11972,9735,12630
-6560,2793,-1137,7392,5321,1893
-13729,23803,11637,15051,8329,-10703
-30990,19336,-13202,17376,-5922,-6281
-10514,7958,8734,4163,-4566,-3059
-7154,16539,2627,8641,-6212,4060
-8589,12039,-1284,4947,-1579,-2682
-5538,18069,1583,3818,576,-8381
-9426,26454,9093,-23934,-1583,8632
-2321,18533,2542,-11226,-13797,12422
-3532,6887,-713,-10332,9344,10903
-7780,3031,-2088,5367,6814,1153
-4330,32767,16766,10908,9870,-10652
-28013,16735,-7083,9692,-6424,-4872
-5979,8755,-652,5609,-2453,-2799
-6198,16879,-428,9316,-5927,2721
-7193,13134,-1456,6597,-2414,-3645
-5719,17515,1061,3161,191,-7268
-5298,27279,4581,-19035,-2231,6552
-5540,19460,1106,-10762,-15444,11763
-4712,7087,-883,-10875,6551,11766
-7590,2702,-1384,5471,4099,1467
-7313,25203,15458,15097,8599,-10651
-29773,11454,-11196,21867,-2351,-2759
-5686,8315,-1884,1143,-2207,-5073
-6619,17618,756,10071,-7336,2559
-6287,13301,-2727,6725,-3903,-2350
-6401,13580,-90,4548,-977,-9172
-2689,27413,4746,-12005,370,1838
-21863,16468,-1896,-23669,-5430,11350
-4652,11220,1658,-13778,1880,10236
-6361,3508,-124,1990,6288,3189
-10981,6215,6204,17288,8156,-8535
-17642,8376,5585,8563,5714,2208
1007,17448,-6842,20,780,-9999
-4802,17586,-1669,9562,-6458,2195
-4309,13618,-2439,5687,-5367,-1449
-8001,12866,256,4844,-932,-8773
-6705,25700,587,-3995,1388,-710
-23103,15774,2508,-32722,454,12108
-4617,16615,-1130,-3112,-6218,13192
-5761,3154,2115,-10409,13281,7313
-9855,4290,2766,10193,5454,-4182
126,32623,17130,-3906,6743,2259
-6652,31821,6753,-5774,2596,3613
-724,23897,-4718,7598,-3123,-5883
-11410,13085,3432,8125,-6609,3433
-10260,11965,-624,8060,-2975,-4969
-1367,19783,-628,431,-176,-7351
-5998,25216,5908,-19162,-1829,6171
-6544,17557,2448,-9317,-16970,12729
-4191,6599,-1870,-15841,9357,12008
-7720,-205,-2520,4580,2089,1133
-5506,28457,15556,13647,10517,-12576
-26356,9215,-6590,19370,-8354,-6889
-5893,9243,4086,3452,-3954,-3571
-6799,13970,1063,11903,-7939,2011
-6378,12475,-3635,8453,-4042,-4213
-6991,16736,1219,3108,-1788,-6970
-2108,27893,3169,-23538,526,6431
-14133,17252,-5057,-6696,-14828,13964
-5705,7335,-456,-18505,11449,13834
-7955,2529,-1659,6240,6299,4105
-8793,14616,8273,18159,6660,-9698
-23521,1238,-3026,15417,685,-571
-5127,10338,-1525,-1514,444,-6781
-5835,15196,-903,8771,-4587,3291
-4385,13806,-3274,7002,-4147,-1386
-5647,14045,-207,5399,-2522,-8083
-6829,28016,6054,-7696,2330,207
-25868,20562,-501,-24753,-5228,13433
-5338,11920,1932,-11070,3473,10555
-7186,2473,915,-2591,13372,5196
-9974,5534,6548,14892,4675,-4203
-11540,21744,8983,-1438,6164,444
-3225,5877,-18154,32767,-4632,-7685
-10703,14385,-27,16403,-6147,1347
-8945,9620,-4037,5168,-6095,-2161
-9437,12384,-1041,5176,-1990,-6099
-4283,20272,-259,-946,-1153,-4742
-17614,19859,7045,-32768,-2674,9477
-6488,15469,330,-5441,-7342,13879
-5977,3604,-905,-13884,15667,9880
-7958,1470,-3,5959,5459,-1801
2773,32584,19628,-3999,6782,32
-29132,23704,1543,7130,-2571,-4078
-6634,10896,-4113,4836,3954,-2549
-3906,16898,1007,6761,-6529,1599
-7599,12139,-2638,6984,-5189,-1185
-6109,14273,-920,7195,-3543,-9339
-4739,28204,6791,-10309,744,1560
-20684,17764,-2100,-22155,-3862,12379
-4055,11910,2909,-9199,365,10884
-6952,1954,1169,-2417,11042,2942
-8920,6436,2875,15202,4097,-3948
-8669,30478,16140,-13683,10674,3210
-1461,10636,-13499,29889,-9839,-3793
-8459,16561,2830,13347,-2940,892
-7747,11523,-1591,7211,-7999,-1179
-5616,13480,-2553,5540,-3300,-5564
836,22115,-648,-1213,604,-7077
-18310,18475,8981,-29312,707,9212
-4187,14311,2157,-5689,-17054,11439
-4942,3679,292,-14911,13792,10830
-6573,2179,-450,4727,5080,668
-2862,32767,19197,10516,6907,-8141
-32570,23965,-12037,10765,-4334,-6192
-6790,6011,-1980,9634,2647,-1776
-4529,15921,3532,9271,-10303,3353
-5908,12921,-1150,5278,-2443,-2507
-3806,15796,-244,1379,237,-6780
-1967,25976,3134,-11161,-654,2425
-18676,16344,-3910,-17655,-9805,9243
-3341,11472,1402,-9985,1106,10421
-6394,3566,1611,1029,8444,3899
-9138,7868,5811,17622,5413,-5890
-12898,10174,9959,1352,8236,615
-6837,8325,-9456,24030,-8894,-6070
-9505,9713,-2673,10813,-4195,-55
-6963,11223,-1588,6333,-3936,-2681
-7244,13435,-2462,6382,-2643,-6847
-5791,22303,4835,-5502,-1491,1861
-25852,15532,2685,-26962,-3875,15343
-3218,15489,520,-6510,-4183,12589
-4990,4714,654,-7885,14743,7814
-5793,4821,2573,5756,18913,-5800
-20526,17337,-2370,-14105,32435,-3347
-4300,32599,-16307,14127,-4748,6478
-6114,23285,-862,-4979,21058,3817
-10099,17245,4217,-2732,11442,-3042
-9169,15624,-4083,-11918,18020,1550
-5749,15165,-5931,-14095,18818,1868
-8437,14941,-3485,-12427,15860,-953
-6584,19362,1346,-21306,14470,-64
-11865,12081,3729,-13034,6669,6944
-7365,18613,-2092,2611,2272,14724
-8146,10547,3598,-3891,6598,8701
-7248,10287,4172,-4697,11611,4023
-7549,11691,4993,615,8757,1644
-9891,18932,7239,-1111,6409,-2270
-7328,5674,-4775,12590,-6792,1488
-3392,21534,-2703,10627,894,-4969
-7379,14396,530,5984,-7645,1624
-8203,10896,-2874,7920,-6959,-1688
-7546,14246,1,8439,-6182,-9808
-7506,28561,4930,-5471,789,517
-22272,16272,-3461,-22988,-890,11920
-6175,11296,1244,-17117,-365,9812
-7652,4043,-1449,-3549,5064,5267
-8327,5058,7675,18337,11465,-8556
-13701,-431,7149,-110,4964,1346
-508,921,-15801,24106,-13141,-10179
-10981,9297,-5314,9982,-2910,4235
-6454,12042,-4892,8956,-4006,-3884
-9716,13144,-681,11350,-4456,-11693
-4977,30785,5321,-2627,-1938,-741
-25955,22095,-224,-28650,-505,14299
-7769,13306,-7306,-3147,-785,17601
-7073,1974,477,-14569,16119,7664
-9250,3649,3059,11012,4088,-5606
-3262,31634,13022,-9201,14259,3901
5434,21141,1228,687,-5849,2801
-6094,25550,3588,16570,-5208,-115
-9580,10838,2505,8186,-8795,1474
-5577,11650,-1657,7324,-4112,-2080
-1648,18537,-86,601,-986,-7556
-4039,25207,5570,-20496,439,4754
-19335,14673,-17,-11519,-10967,12329
-4077,9666,-2248,-17831,13059,14333
-8022,3910,-1240,1147,7037,4424
-7116,12944,5030,10653,3972,-4396
-11671,16941,11786,-2199,10043,3167
-923,8503,-16981,29648,-5629,-8166
-13972,13293,1911,13380,-6554,2737
-6542,10113,-4059,6110,-6286,-969
-8664,10349,-1517,6719,-2955,-5271
-983,19622,64,2014,-1498,-7124
-11179,22489,5077,-26304,-1530,8630
-9933,18453,2287,-3523,-21392,13875
-4562,8967,-3146,-20861,13526,11959
-5875,643,-450,2375,4026,1125
-2550,17572,9737,12814,9065,-9010
-23593,1759,3448,14183,584,1741
-6946,2468,-7272,1480,-1873,-9729
-2325,13774,-2701,7270,-3479,488
-5966,13117,-3303,6554,-6372,-1721
-10654,12727,-912,5792,-2879,-8661
-6762,30630,4123,-3747,416,-434
-24311,18673,131,-26742,-1428,15946
-5861,11173,1238,-17453,4240,11994
-4702,3816,1580,-6226,11495,3950
-7052,4450,1248,9943,8132,-3362
-6459,32534,15510,-10984,10690,6719
5869,23019,-5352,4672,-6338,-814
-7524,27375,5182,12592,-3053,150
-8815,9860,1217,7091,-8844,2349
-7194,11868,-1862,6302,-2086,-3875
-4671,18321,2973,802,148,-7652
-4796,25305,4148,-21685,-1186,6236
-7409,17936,-1479,-3152,-19533,14331
-5869,7484,-3784,-20235,17877,14694
-8181,2175,-1669,3206,3458,3427
-6676,10965,8571,16716,5621,-8251
-16097,577,8814,7023,589,367
-3041,3625,-17491,23349,-11489,-13435
-7788,8515,-6049,10825,-2350,-1102
-5933,12439,-1735,6885,-6313,-1747
-8507,12509,-2403,7943,-2878,-5620
-4382,21145,-1322,847,-2151,-4748
-16566,17880,6675,-29186,-1074,10840
-10770,17980,1310,-6954,-17685,13892
-5643,4309,747,-15284,11419,10309
-6681,1042,-1263,7015,3619,162
-2672,32767,26162,561,12101,-7534
-32768,19262,-1978,12652,-2046,-7270
74,15561,-3139,9071,2899,-626
-2961,15049,-383,5214,-8422,1447
-7259,12640,-1324,7671,-8110,-824
-5748,15315,1275,6612,-3371,-10270
-3554,30931,3809,-7248,168,-631
-19985,15587,-740,-21390,-4060,11357
-2817,11652,1634,-11760,1599,9589
-4755,7909,2045,-121,10547,5948
-8256,5529,2893,11504,10844,-2193
-7277,21058,16418,-15634,10942,-858
5378,13395,350,7327,-5654,-1522
-10783,14786,-354,11038,-3345,-1024
-6196,10745,-1780,8797,-8092,-393
-10348,10181,-843,3986,-1124,-7054
3909,25551,751,-2937,226,-4634
-29319,18364,1514,-31778,4531,16136
-8906,16455,-1278,-2250,-5379,17804
-5080,1290,2041,-9881,12329,6197
-7676,1669,1167,6440,4146,-5199
-8188,30276,9568,1917,7903,4976
601,21482,-1523,-3397,-7663,-606
-7650,22201,1161,17285,-7285,2556
-6588,10640,-3599,6923,-7625,-1865
-7937,12702,262,6682,-4033,-4575
-3392,20446,-1087,255,-1708,-4146
-13716,22150,8460,-29854,-2589,8790
-4648,19084,2581,-7136,-15816,12885
-6433,3159,-1679,-20059,17946,10190
-6523,41,-617,4258,3741,286
-4289,27404,14145,12593,8084,-11572
-26799,6543,-10166,21433,-7832,-7905
-7970,6775,-3931,6144,4653,-5666
-5027,15891,-1574,11693,-10104,4054
-5945,12921,-2807,5263,-3180,-1914
-8680,14169,-2442,5083,-2176,-9281
-6565,27047,2056,-4941,196,-524
-21697,19124,-1418,-23242,-6410,15230
-5899,12206,2171,-15669,3892,10099
-4623,2491,838,-5006,9196,3666
-6893,6828,1945,11885,7563,-2139
-9110,29839,13121,2051,10771,6490
-12290,17499,7760,-9882,-7947,2542
-5974,19659,2703,14069,-5223,-2749
-9654,10174,507,8769,-8843,1347
-8269,12867,-1394,8062,-3586,-3525
-2731,20184,2377,1468,-74,-7101
-13272,23527,7704,-26221,-1665,8869
-3594,17551,6542,-7348,-18867,11984
-4811,8303,-1772,-17877,13128,13506
-7637,3204,361,3529,8374,2089
-8823,32767,19160,13217,11248,-10766
-25838,19753,-18849,29116,-4415,-9507
2377,11359,3473,9511,3126,-43
-4128,16340,147,13295,-13369,5394
-5007,13288,-2350,2963,45,-3085
-5639,16511,1085,2602,-505,-7694
-2006,25354,2948,-14128,-1630,2413
-22030,15853,-389,-17782,-2624,14529
-2823,10179,1218,-12582,5241,11805
-7472,3190,659,-82,10270,2460
-9314,5349,4869,13080,5119,-5668
-11158,6828,12611,2465,8842,3031
280,11805,-24413,28205,-12696,-10060
-8660,12201,-3126,12592,-3935,387
-5792,11258,-2506,4863,-4678,-2568
-6980,13600,-843,8296,-5728,-7946
-5035,22167,271,-668,-1363,-3156
-19758,18833,3589,-32768,4238,11241
-8802,15615,-1699,-2459,-11698,14107
-3794,3557,263,-17166,11955,9900
-6154,2728,2285,8048,6209,-1357
-2050,32608,20605,-7699,8570,-724
-19708,13790,9989,4173,-5227,-3921
-5971,11966,-1426,11091,-864,-3670
-9730,11600,1516,9876,-10023,1642
-7266,12569,-1339,6627,-3007,-3634
-1755,17695,205,1292,-664,-6962
-7462,26532,3411,-21847,1267,6129
-13165,14560,-140,-14679,-9867,11808
-4611,10820,-3407,-17921,9420,11196
-7685,4420,-1274,3766,5570,5124
-7219,23732,14338,17960,10132,-11050
-20809,574,-6478,16431,-116,-2784
-11037,7601,-1505,3722,3397,-6144
-3112,17756,-1125,9427,-10223,3472
-5656,12700,-2571,4589,-2847,-1086
-6468,13046,-878,4114,-2492,-8236
-5418,27620,4118,-4339,2445,-562
-20795,15252,-58,-29984,-1309,14426
-5503,12378,210,-9641,798,12748
-7082,1839,733,-10231,12633,6186
-7146,2201,3835,10687,6402,-4262
-10638,29427,14703,-6433,10021,2534
4409,14573,-7927,7131,-9232,-3028
-7243,17068,3270,11268,120,-2886
-8658,9873,-1059,4919,-6586,-91
-8968,11446,-1036,6414,-2321,-4466
-1277,20918,2577,3353,-1727,-8392
-11366,21022,5039,-28450,570,9886
-5968,20267,4278,-3725,-16117,13059
-4858,5252,-1881,-22059,19139,11531
-6996,-1087,1018,-1864,5251,688
325,30373,12052,6362,10208,-13821
-29908,2429,-10732,24672,-3534,-7682
-2348,11901,-363,7861,753,-4285
-1833,18564,239,8416,-6221,2939
-6812,13449,-3334,6692,-4026,-2414
-7261,15244,-1711,6840,-3693,-8858
-3804,27178,1305,-12557,-1737,3187
-18886,15490,-1924,-19032,-4564,13420
-4951,12750,-1821,-12139,2329,10575
-7260,4109,-1025,-1198,6741,5271
-7517,5410,6894,15824,9966,-8723
-12201,1051,5640,3978,8682,4187
-11933,1246,-19007,8510,-2366,-11194
-4704,11884,-2994,8237,-4402,270
-7352,12020,-1000,7746,-5541,-2914
-8775,12052,-1813,6429,-3236,-6636
-6114,28100,1139,-2562,1,-1566
-21626,16361,1102,-31794,673,13944
-5806,12133,-2003,-6207,-7052,12066
-7652,2545,590,-11873,11904,5215
-4729,4280,2649,10454,7272,-2261
-9837,30966,13613,286,11823,4051
176,4589,-6904,3955,-9942,-2199
-12326,14950,423,9669,773,-1521
-6224,11204,-2734,5442,-6888,-1441
-7534,11290,-2743,6749,-2165,-5033
